boroVScity,Age,Date,Count
Bronx,All age groups,2016-01-01,9113 
Bronx,All age groups,2016-02-01,9608 
Bronx,All age groups,2016-03-01,10402 
Bronx,All age groups,2016-04-01,8119 
Bronx,All age groups,2016-05-01,7413 
Bronx,All age groups,2016-06-01,6547 
Bronx,All age groups,2016-07-01,5824 
Bronx,All age groups,2016-08-01,6079 
Bronx,All age groups,2016-09-01,6945 
Bronx,All age groups,2016-10-01,9284 
Bronx,All age groups,2016-11-01,9676 
Bronx,All age groups,2016-12-01,12240 
Bronx,All age groups,2017-01-01,13447 
Bronx,All age groups,2017-02-01,9229 
Bronx,All age groups,2017-03-01,8379 
Bronx,All age groups,2017-04-01,8398 
Bronx,All age groups,2017-05-01,8942 
Bronx,All age groups,2017-06-01,6953 
Bronx,All age groups,2017-07-01,5565 
Bronx,All age groups,2017-08-01,5866 
Bronx,All age groups,2017-09-01,6907 
Bronx,All age groups,2017-10-01,8674 
Bronx,All age groups,2017-11-01,10127 
Bronx,All age groups,2017-12-01,11312 
Bronx,All age groups,2018-01-01,15150 
Bronx,All age groups,2018-02-01,15814 
Bronx,All age groups,2018-03-01,9499 
Bronx,All age groups,2018-04-01,8298 
Bronx,All age groups,2018-05-01,9618 
Bronx,All age groups,2018-06-01,7304 
Bronx,All age groups,2018-07-01,5982 
Bronx,All age groups,2018-08-01,5943 
Bronx,All age groups,2018-09-01,7793 
Bronx,All age groups,2018-10-01,11117 
Bronx,All age groups,2018-11-01,10703 
Bronx,All age groups,2018-12-01,12128 
Bronx,All age groups,2019-01-01,12099 
Bronx,All age groups,2019-02-01,10330 
Bronx,All age groups,2019-03-01,10324 
Bronx,All age groups,2019-04-01,9246 
Bronx,All age groups,2019-05-01,9246 
Bronx,All age groups,2019-06-01,7445 
Bronx,All age groups,2019-07-01,6134 
Bronx,All age groups,2019-08-01,5002 
Bronx,All age groups,2019-09-01,8193 
Bronx,All age groups,2019-10-01,8982 
Bronx,All age groups,2019-11-01,10476 
Bronx,All age groups,2019-12-01,13924 
Bronx,All age groups,2020-01-01,15860 
Bronx,All age groups,2020-02-01,11849 
Bronx,All age groups,2020-03-01,5544 
Bronx,Ages 0-4 years,2016-01-01,2460 
Bronx,Ages 0-4 years,2016-02-01,2046 
Bronx,Ages 0-4 years,2016-03-01,1867 
Bronx,Ages 0-4 years,2016-04-01,1564 
Bronx,Ages 0-4 years,2016-05-01,1470 
Bronx,Ages 0-4 years,2016-06-01,1394 
Bronx,Ages 0-4 years,2016-07-01,1095 
Bronx,Ages 0-4 years,2016-08-01,1047 
Bronx,Ages 0-4 years,2016-09-01,1214 
Bronx,Ages 0-4 years,2016-10-01,2121 
Bronx,Ages 0-4 years,2016-11-01,2773 
Bronx,Ages 0-4 years,2016-12-01,3389 
Bronx,Ages 0-4 years,2017-01-01,2696 
Bronx,Ages 0-4 years,2017-02-01,1831 
Bronx,Ages 0-4 years,2017-03-01,1613 
Bronx,Ages 0-4 years,2017-04-01,1559 
Bronx,Ages 0-4 years,2017-05-01,1569 
Bronx,Ages 0-4 years,2017-06-01,1281 
Bronx,Ages 0-4 years,2017-07-01,968 
Bronx,Ages 0-4 years,2017-08-01,907 
Bronx,Ages 0-4 years,2017-09-01,1183 
Bronx,Ages 0-4 years,2017-10-01,1994 
Bronx,Ages 0-4 years,2017-11-01,2791 
Bronx,Ages 0-4 years,2017-12-01,2850 
Bronx,Ages 0-4 years,2018-01-01,2786 
Bronx,Ages 0-4 years,2018-02-01,3053 
Bronx,Ages 0-4 years,2018-03-01,1762 
Bronx,Ages 0-4 years,2018-04-01,1562 
Bronx,Ages 0-4 years,2018-05-01,1778 
Bronx,Ages 0-4 years,2018-06-01,1358 
Bronx,Ages 0-4 years,2018-07-01,811 
Bronx,Ages 0-4 years,2018-08-01,800 
Bronx,Ages 0-4 years,2018-09-01,1354 
Bronx,Ages 0-4 years,2018-10-01,2467 
Bronx,Ages 0-4 years,2018-11-01,2941 
Bronx,Ages 0-4 years,2018-12-01,3094 
Bronx,Ages 0-4 years,2019-01-01,2169 
Bronx,Ages 0-4 years,2019-02-01,1801 
Bronx,Ages 0-4 years,2019-03-01,1777 
Bronx,Ages 0-4 years,2019-04-01,1755 
Bronx,Ages 0-4 years,2019-05-01,1673 
Bronx,Ages 0-4 years,2019-06-01,1209 
Bronx,Ages 0-4 years,2019-07-01,894 
Bronx,Ages 0-4 years,2019-08-01,821 
Bronx,Ages 0-4 years,2019-09-01,1620 
Bronx,Ages 0-4 years,2019-10-01,2085 
Bronx,Ages 0-4 years,2019-11-01,3056 
Bronx,Ages 0-4 years,2019-12-01,3478 
Bronx,Ages 0-4 years,2020-01-01,2996 
Bronx,Ages 0-4 years,2020-02-01,2255 
Bronx,Ages 0-4 years,2020-03-01,934 
Bronx,Ages 5-17 years,2016-01-01,1279 
Bronx,Ages 5-17 years,2016-02-01,1491 
Bronx,Ages 5-17 years,2016-03-01,1720 
Bronx,Ages 5-17 years,2016-04-01,1302 
Bronx,Ages 5-17 years,2016-05-01,1063 
Bronx,Ages 5-17 years,2016-06-01,693 
Bronx,Ages 5-17 years,2016-07-01,556 
Bronx,Ages 5-17 years,2016-08-01,599 
Bronx,Ages 5-17 years,2016-09-01,1071 
Bronx,Ages 5-17 years,2016-10-01,1322 
Bronx,Ages 5-17 years,2016-11-01,1403 
Bronx,Ages 5-17 years,2016-12-01,2274 
Bronx,Ages 5-17 years,2017-01-01,2699 
Bronx,Ages 5-17 years,2017-02-01,1445 
Bronx,Ages 5-17 years,2017-03-01,1185 
Bronx,Ages 5-17 years,2017-04-01,1144 
Bronx,Ages 5-17 years,2017-05-01,1477 
Bronx,Ages 5-17 years,2017-06-01,698 
Bronx,Ages 5-17 years,2017-07-01,420 
Bronx,Ages 5-17 years,2017-08-01,428 
Bronx,Ages 5-17 years,2017-09-01,812 
Bronx,Ages 5-17 years,2017-10-01,1222 
Bronx,Ages 5-17 years,2017-11-01,1564 
Bronx,Ages 5-17 years,2017-12-01,1790 
Bronx,Ages 5-17 years,2018-01-01,2470 
Bronx,Ages 5-17 years,2018-02-01,3484 
Bronx,Ages 5-17 years,2018-03-01,1408 
Bronx,Ages 5-17 years,2018-04-01,965 
Bronx,Ages 5-17 years,2018-05-01,1465 
Bronx,Ages 5-17 years,2018-06-01,641 
Bronx,Ages 5-17 years,2018-07-01,384 
Bronx,Ages 5-17 years,2018-08-01,371 
Bronx,Ages 5-17 years,2018-09-01,993 
Bronx,Ages 5-17 years,2018-10-01,1598 
Bronx,Ages 5-17 years,2018-11-01,1615 
Bronx,Ages 5-17 years,2018-12-01,1921 
Bronx,Ages 5-17 years,2019-01-01,1535 
Bronx,Ages 5-17 years,2019-02-01,1552 
Bronx,Ages 5-17 years,2019-03-01,1554 
Bronx,Ages 5-17 years,2019-04-01,1250 
Bronx,Ages 5-17 years,2019-05-01,1220 
Bronx,Ages 5-17 years,2019-06-01,679 
Bronx,Ages 5-17 years,2019-07-01,454 
Bronx,Ages 5-17 years,2019-08-01,364 
Bronx,Ages 5-17 years,2019-09-01,1039 
Bronx,Ages 5-17 years,2019-10-01,997 
Bronx,Ages 5-17 years,2019-11-01,1462 
Bronx,Ages 5-17 years,2019-12-01,2301 
Bronx,Ages 5-17 years,2020-01-01,2712 
Bronx,Ages 5-17 years,2020-02-01,1882 
Bronx,Ages 5-17 years,2020-03-01,886 
Bronx,Ages 18-64 years,2016-01-01,4112 
Bronx,Ages 18-64 years,2016-02-01,4799 
Bronx,Ages 18-64 years,2016-03-01,5413 
Bronx,Ages 18-64 years,2016-04-01,4022 
Bronx,Ages 18-64 years,2016-05-01,3669 
Bronx,Ages 18-64 years,2016-06-01,3193 
Bronx,Ages 18-64 years,2016-07-01,2990 
Bronx,Ages 18-64 years,2016-08-01,3294 
Bronx,Ages 18-64 years,2016-09-01,3509 
Bronx,Ages 18-64 years,2016-10-01,4441 
Bronx,Ages 18-64 years,2016-11-01,4115 
Bronx,Ages 18-64 years,2016-12-01,4980 
Bronx,Ages 18-64 years,2017-01-01,6071 
Bronx,Ages 18-64 years,2017-02-01,4375 
Bronx,Ages 18-64 years,2017-03-01,4192 
Bronx,Ages 18-64 years,2017-04-01,4126 
Bronx,Ages 18-64 years,2017-05-01,4399 
Bronx,Ages 18-64 years,2017-06-01,3602 
Bronx,Ages 18-64 years,2017-07-01,2979 
Bronx,Ages 18-64 years,2017-08-01,3345 
Bronx,Ages 18-64 years,2017-09-01,3606 
Bronx,Ages 18-64 years,2017-10-01,4041 
Bronx,Ages 18-64 years,2017-11-01,4389 
Bronx,Ages 18-64 years,2017-12-01,4880 
Bronx,Ages 18-64 years,2018-01-01,7489 
Bronx,Ages 18-64 years,2018-02-01,7020 
Bronx,Ages 18-64 years,2018-03-01,4635 
Bronx,Ages 18-64 years,2018-04-01,4174 
Bronx,Ages 18-64 years,2018-05-01,4683 
Bronx,Ages 18-64 years,2018-06-01,3817 
Bronx,Ages 18-64 years,2018-07-01,3423 
Bronx,Ages 18-64 years,2018-08-01,3434 
Bronx,Ages 18-64 years,2018-09-01,3954 
Bronx,Ages 18-64 years,2018-10-01,5250 
Bronx,Ages 18-64 years,2018-11-01,4590 
Bronx,Ages 18-64 years,2018-12-01,5332 
Bronx,Ages 18-64 years,2019-01-01,6321 
Bronx,Ages 18-64 years,2019-02-01,5195 
Bronx,Ages 18-64 years,2019-03-01,5066 
Bronx,Ages 18-64 years,2019-04-01,4390 
Bronx,Ages 18-64 years,2019-05-01,4594 
Bronx,Ages 18-64 years,2019-06-01,3917 
Bronx,Ages 18-64 years,2019-07-01,3300 
Bronx,Ages 18-64 years,2019-08-01,2660 
Bronx,Ages 18-64 years,2019-09-01,4004 
Bronx,Ages 18-64 years,2019-10-01,4241 
Bronx,Ages 18-64 years,2019-11-01,4358 
Bronx,Ages 18-64 years,2019-12-01,6209 
Bronx,Ages 18-64 years,2020-01-01,7880 
Bronx,Ages 18-64 years,2020-02-01,5951 
Bronx,Ages 18-64 years,2020-03-01,2963 
Bronx,Ages 65+ years,2016-01-01,1262 
Bronx,Ages 65+ years,2016-02-01,1272 
Bronx,Ages 65+ years,2016-03-01,1402 
Bronx,Ages 65+ years,2016-04-01,1231 
Bronx,Ages 65+ years,2016-05-01,1211 
Bronx,Ages 65+ years,2016-06-01,1267 
Bronx,Ages 65+ years,2016-07-01,1183 
Bronx,Ages 65+ years,2016-08-01,1139 
Bronx,Ages 65+ years,2016-09-01,1151 
Bronx,Ages 65+ years,2016-10-01,1400 
Bronx,Ages 65+ years,2016-11-01,1385 
Bronx,Ages 65+ years,2016-12-01,1597 
Bronx,Ages 65+ years,2017-01-01,1981 
Bronx,Ages 65+ years,2017-02-01,1578 
Bronx,Ages 65+ years,2017-03-01,1389 
Bronx,Ages 65+ years,2017-04-01,1569 
Bronx,Ages 65+ years,2017-05-01,1497 
Bronx,Ages 65+ years,2017-06-01,1372 
Bronx,Ages 65+ years,2017-07-01,1198 
Bronx,Ages 65+ years,2017-08-01,1186 
Bronx,Ages 65+ years,2017-09-01,1306 
Bronx,Ages 65+ years,2017-10-01,1417 
Bronx,Ages 65+ years,2017-11-01,1383 
Bronx,Ages 65+ years,2017-12-01,1792 
Bronx,Ages 65+ years,2018-01-01,2405 
Bronx,Ages 65+ years,2018-02-01,2257 
Bronx,Ages 65+ years,2018-03-01,1694 
Bronx,Ages 65+ years,2018-04-01,1597 
Bronx,Ages 65+ years,2018-05-01,1692 
Bronx,Ages 65+ years,2018-06-01,1488 
Bronx,Ages 65+ years,2018-07-01,1364 
Bronx,Ages 65+ years,2018-08-01,1338 
Bronx,Ages 65+ years,2018-09-01,1492 
Bronx,Ages 65+ years,2018-10-01,1802 
Bronx,Ages 65+ years,2018-11-01,1557 
Bronx,Ages 65+ years,2018-12-01,1781 
Bronx,Ages 65+ years,2019-01-01,2074 
Bronx,Ages 65+ years,2019-02-01,1782 
Bronx,Ages 65+ years,2019-03-01,1927 
Bronx,Ages 65+ years,2019-04-01,1851 
Bronx,Ages 65+ years,2019-05-01,1759 
Bronx,Ages 65+ years,2019-06-01,1640 
Bronx,Ages 65+ years,2019-07-01,1486 
Bronx,Ages 65+ years,2019-08-01,1157 
Bronx,Ages 65+ years,2019-09-01,1530 
Bronx,Ages 65+ years,2019-10-01,1659 
Bronx,Ages 65+ years,2019-11-01,1600 
Bronx,Ages 65+ years,2019-12-01,1936 
Bronx,Ages 65+ years,2020-01-01,2272 
Bronx,Ages 65+ years,2020-02-01,1761 
Bronx,Ages 65+ years,2020-03-01,761 
Brooklyn,All age groups,2016-01-01,10667 
Brooklyn,All age groups,2016-02-01,11478 
Brooklyn,All age groups,2016-03-01,12244 
Brooklyn,All age groups,2016-04-01,9989 
Brooklyn,All age groups,2016-05-01,10562 
Brooklyn,All age groups,2016-06-01,9377 
Brooklyn,All age groups,2016-07-01,8520 
Brooklyn,All age groups,2016-08-01,8614 
Brooklyn,All age groups,2016-09-01,9464 
Brooklyn,All age groups,2016-10-01,11694 
Brooklyn,All age groups,2016-11-01,12164 
Brooklyn,All age groups,2016-12-01,15680 
Brooklyn,All age groups,2017-01-01,16399 
Brooklyn,All age groups,2017-02-01,12428 
Brooklyn,All age groups,2017-03-01,11887 
Brooklyn,All age groups,2017-04-01,11724 
Brooklyn,All age groups,2017-05-01,12149 
Brooklyn,All age groups,2017-06-01,9998 
Brooklyn,All age groups,2017-07-01,8761 
Brooklyn,All age groups,2017-08-01,9044 
Brooklyn,All age groups,2017-09-01,10443 
Brooklyn,All age groups,2017-10-01,11323 
Brooklyn,All age groups,2017-11-01,12657 
Brooklyn,All age groups,2017-12-01,14354 
Brooklyn,All age groups,2018-01-01,17991 
Brooklyn,All age groups,2018-02-01,16593 
Brooklyn,All age groups,2018-03-01,10594 
Brooklyn,All age groups,2018-04-01,9371 
Brooklyn,All age groups,2018-05-01,10403 
Brooklyn,All age groups,2018-06-01,8259 
Brooklyn,All age groups,2018-07-01,6803 
Brooklyn,All age groups,2018-08-01,6931 
Brooklyn,All age groups,2018-09-01,8603 
Brooklyn,All age groups,2018-10-01,11393 
Brooklyn,All age groups,2018-11-01,10849 
Brooklyn,All age groups,2018-12-01,13129 
Brooklyn,All age groups,2019-01-01,13286 
Brooklyn,All age groups,2019-02-01,11379 
Brooklyn,All age groups,2019-03-01,10646 
Brooklyn,All age groups,2019-04-01,9940 
Brooklyn,All age groups,2019-05-01,10039 
Brooklyn,All age groups,2019-06-01,8456 
Brooklyn,All age groups,2019-07-01,6511 
Brooklyn,All age groups,2019-08-01,5224 
Brooklyn,All age groups,2019-09-01,8486 
Brooklyn,All age groups,2019-10-01,8807 
Brooklyn,All age groups,2019-11-01,10053 
Brooklyn,All age groups,2019-12-01,14077 
Brooklyn,All age groups,2020-01-01,16411 
Brooklyn,All age groups,2020-02-01,12537 
Brooklyn,All age groups,2020-03-01,5840 
Brooklyn,Ages 0-4 years,2016-01-01,2395 
Brooklyn,Ages 0-4 years,2016-02-01,2095 
Brooklyn,Ages 0-4 years,2016-03-01,2128 
Brooklyn,Ages 0-4 years,2016-04-01,1607 
Brooklyn,Ages 0-4 years,2016-05-01,1476 
Brooklyn,Ages 0-4 years,2016-06-01,1249 
Brooklyn,Ages 0-4 years,2016-07-01,1119 
Brooklyn,Ages 0-4 years,2016-08-01,976 
Brooklyn,Ages 0-4 years,2016-09-01,1152 
Brooklyn,Ages 0-4 years,2016-10-01,1773 
Brooklyn,Ages 0-4 years,2016-11-01,2389 
Brooklyn,Ages 0-4 years,2016-12-01,3270 
Brooklyn,Ages 0-4 years,2017-01-01,2444 
Brooklyn,Ages 0-4 years,2017-02-01,1865 
Brooklyn,Ages 0-4 years,2017-03-01,1654 
Brooklyn,Ages 0-4 years,2017-04-01,1642 
Brooklyn,Ages 0-4 years,2017-05-01,1614 
Brooklyn,Ages 0-4 years,2017-06-01,1267 
Brooklyn,Ages 0-4 years,2017-07-01,1039 
Brooklyn,Ages 0-4 years,2017-08-01,999 
Brooklyn,Ages 0-4 years,2017-09-01,1310 
Brooklyn,Ages 0-4 years,2017-10-01,1782 
Brooklyn,Ages 0-4 years,2017-11-01,2518 
Brooklyn,Ages 0-4 years,2017-12-01,2804 
Brooklyn,Ages 0-4 years,2018-01-01,2884 
Brooklyn,Ages 0-4 years,2018-02-01,2907 
Brooklyn,Ages 0-4 years,2018-03-01,1864 
Brooklyn,Ages 0-4 years,2018-04-01,1417 
Brooklyn,Ages 0-4 years,2018-05-01,1638 
Brooklyn,Ages 0-4 years,2018-06-01,1125 
Brooklyn,Ages 0-4 years,2018-07-01,849 
Brooklyn,Ages 0-4 years,2018-08-01,852 
Brooklyn,Ages 0-4 years,2018-09-01,1318 
Brooklyn,Ages 0-4 years,2018-10-01,2076 
Brooklyn,Ages 0-4 years,2018-11-01,2557 
Brooklyn,Ages 0-4 years,2018-12-01,3082 
Brooklyn,Ages 0-4 years,2019-01-01,2272 
Brooklyn,Ages 0-4 years,2019-02-01,1801 
Brooklyn,Ages 0-4 years,2019-03-01,1606 
Brooklyn,Ages 0-4 years,2019-04-01,1539 
Brooklyn,Ages 0-4 years,2019-05-01,1566 
Brooklyn,Ages 0-4 years,2019-06-01,1326 
Brooklyn,Ages 0-4 years,2019-07-01,802 
Brooklyn,Ages 0-4 years,2019-08-01,622 
Brooklyn,Ages 0-4 years,2019-09-01,1419 
Brooklyn,Ages 0-4 years,2019-10-01,1460 
Brooklyn,Ages 0-4 years,2019-11-01,2364 
Brooklyn,Ages 0-4 years,2019-12-01,3233 
Brooklyn,Ages 0-4 years,2020-01-01,2620 
Brooklyn,Ages 0-4 years,2020-02-01,1982 
Brooklyn,Ages 0-4 years,2020-03-01,797 
Brooklyn,Ages 5-17 years,2016-01-01,1299 
Brooklyn,Ages 5-17 years,2016-02-01,1410 
Brooklyn,Ages 5-17 years,2016-03-01,1865 
Brooklyn,Ages 5-17 years,2016-04-01,1478 
Brooklyn,Ages 5-17 years,2016-05-01,1136 
Brooklyn,Ages 5-17 years,2016-06-01,821 
Brooklyn,Ages 5-17 years,2016-07-01,685 
Brooklyn,Ages 5-17 years,2016-08-01,597 
Brooklyn,Ages 5-17 years,2016-09-01,1024 
Brooklyn,Ages 5-17 years,2016-10-01,1392 
Brooklyn,Ages 5-17 years,2016-11-01,1565 
Brooklyn,Ages 5-17 years,2016-12-01,2507 
Brooklyn,Ages 5-17 years,2017-01-01,2317 
Brooklyn,Ages 5-17 years,2017-02-01,1660 
Brooklyn,Ages 5-17 years,2017-03-01,1422 
Brooklyn,Ages 5-17 years,2017-04-01,1348 
